Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
State Representative - District 6,Republican Party,DENVER,Bill McAleb,"12,711",
State Representative - District 6,Republican Party,,Bill McAleb Total Votes,"12,711",
State Representative - District 6,Republican Party,,Bill McAleb Vote %,25.16%,
State Representative - District 6,Democratic Party,DENVER,Steven Woodrow,"36,302",
State Representative - District 6,Democratic Party,,Steven Woodrow Total Votes,"36,302",
State Representative - District 6,Democratic Party,,Steven Woodrow Vote % (WINNER),71.86%,
State Representative - District 6,Libertarian Party,DENVER,Jeffrey Kennedy Crowe,"1,508",
State Representative - District 6,Libertarian Party,,Jeffrey Kennedy Crowe Total Votes,"1,508",
State Representative - District 6,Libertarian Party,,Jeffrey Kennedy Crowe Vote %,2.98%,
State Representative - District 7,Democratic Party,DENVER,Jennifer Bacon,"38,938",
State Representative - District 7,Democratic Party,,Jennifer Bacon Total Votes,"38,938",
State Representative - District 7,Democratic Party,,Jennifer Bacon Vote % (WINNER),100.00%,
State Representative - District 8,Democratic Party,DENVER,Leslie Herod,"46,910",
State Representative - District 8,Democratic Party,,Leslie Herod Total Votes,"46,910",
State Representative - District 8,Democratic Party,,Leslie Herod Vote % (WINNER),100.00%,
State Representative - District 9,Republican Party,ARAPAHOE,Larry L. Braig,"1,048",
State Representative - District 9,Republican Party,DENVER,Larry L. Braig,"11,390",
State Representative - District 9,Republican Party,,Larry L. Braig Total Votes,"12,438",
State Representative - District 9,Republican Party,,Larry L. Braig Vote %,27.12%,
State Representative - District 9,Democratic Party,ARAPAHOE,Emily Sirota,"2,908",
State Representative - District 9,Democratic Party,DENVER,Emily Sirota,"29,151",
State Representative - District 9,Democratic Party,,Emily Sirota Total Votes,"32,059",
State Representative - District 9,Democratic Party,,Emily Sirota Vote % (WINNER),69.89%,
State Representative - District 9,Libertarian Party,ARAPAHOE,Wes Pinchot,150,
State Representative - District 9,Libertarian Party,DENVER,Wes Pinchot,"1,223",
State Representative - District 9,Libertarian Party,,Wes Pinchot Total Votes,"1,373",
State Representative - District 9,Libertarian Party,,Wes Pinchot Vote %,2.99%,
State Representative - District 10,Democratic Party,BOULDER,Edie Hooton,"39,269",
State Representative - District 10,Democratic Party,,Edie Hooton Total Votes,"39,269",
State Representative - District 10,Democratic Party,,Edie Hooton Vote % (WINNER),85.36%,
State Representative - District 10,Republican Party,BOULDER,Kenneth J. Stickney,"6,733",
State Representative - District 10,Republican Party,,Kenneth J. Stickney Total Votes,"6,733",
State Representative - District 10,Republican Party,,Kenneth J. Stickney Vote %,14.64%,
State Representative - District 11,Republican Party,BOULDER,Mark Milliman,"16,171",
State Representative - District 11,Republican Party,,Mark Milliman Total Votes,"16,171",
State Representative - District 11,Republican Party,,Mark Milliman Vote %,33.02%,
State Representative - District 11,Democratic Party,BOULDER,Karen McCormick,"32,803",
State Representative - District 11,Democratic Party,,Karen McCormick Total Votes,"32,803",
State Representative - District 11,Democratic Party,,Karen McCormick Vote % (WINNER),66.98%,
State Representative - District 12,Democratic Party,BOULDER,Tracey Bernett,"39,674",
State Representative - District 12,Democratic Party,,Tracey Bernett Total Votes,"39,674",
State Representative - District 12,Democratic Party,,Tracey Bernett Vote % (WINNER),73.61%,
State Representative - District 12,Republican Party,BOULDER,Eric J. Davila,"14,227",
State Representative - District 12,Republican Party,,Eric J. Davila Total Votes,"14,227",
State Representative - District 12,Republican Party,,Eric J. Davila Vote %,26.39%,
State Representative - District 13,Republican Party,BOULDER,Kevin Sipple,"4,466",
State Representative - District 13,Republican Party,CLEAR CREEK,Kevin Sipple,"2,712",
State Representative - District 13,Republican Party,GILPIN,Kevin Sipple,"1,787",
State Representative - District 13,Republican Party,GRAND,Kevin Sipple,"4,824",
State Representative - District 13,Republican Party,JACKSON,Kevin Sipple,629,
State Representative - District 13,Republican Party,,Kevin Sipple Total Votes,"14,418",
State Representative - District 13,Republican Party,,Kevin Sipple Vote %,28.39%,
State Representative - District 13,Democratic Party,BOULDER,Judy Amabile,"25,217",
State Representative - District 13,Democratic Party,CLEAR CREEK,Judy Amabile,"3,194",
State Representative - District 13,Democratic Party,GILPIN,Judy Amabile,"2,025",
State Representative - District 13,Democratic Party,GRAND,Judy Amabile,"4,067",
State Representative - District 13,Democratic Party,JACKSON,Judy Amabile,149,
State Representative - District 13,Democratic Party,,Judy Amabile Total Votes,"34,652",
State Representative - District 13,Democratic Party,,Judy Amabile Vote % (WINNER),68.24%,
State Representative - District 13,Libertarian Party,BOULDER,"James E. ""Jed"" Gilman",707,
State Representative - District 13,Libertarian Party,CLEAR CREEK,"James E. ""Jed"" Gilman",319,
State Representative - District 13,Libertarian Party,GILPIN,"James E. ""Jed"" Gilman",248,
State Representative - District 13,Libertarian Party,GRAND,"James E. ""Jed"" Gilman",405,
State Representative - District 13,Libertarian Party,JACKSON,"James E. ""Jed"" Gilman",34,
State Representative - District 13,Libertarian Party,,"James E. ""Jed"" Gilman Total Votes","1,713",
State Representative - District 13,Libertarian Party,,"James E. ""Jed"" Gilman Vote %",3.37%,
State Representative - District 14,Democratic Party,EL PASO,John Foley,"19,688",
State Representative - District 14,Democratic Party,,John Foley Total Votes,"19,688",
State Representative - District 14,Democratic Party,,John Foley Vote %,35.23%,
State Representative - District 14,Republican Party,EL PASO,Shane Sandridge,"34,013",
State Representative - District 14,Republican Party,,Shane Sandridge Total Votes,"34,013",
State Representative - District 14,Republican Party,,Shane Sandridge Vote % (WINNER),60.86%,
State Representative - District 14,Libertarian Party,EL PASO,David A. Thompson,"2,189",
State Representative - District 14,Libertarian Party,,David A. Thompson Total Votes,"2,189",
State Representative - District 14,Libertarian Party,,David A. Thompson Vote %,3.92%,
State Representative - District 15,Democratic Party,EL PASO,John Pyne IV,"17,535",
State Representative - District 15,Democratic Party,,John Pyne IV Total Votes,"17,535",
State Representative - District 15,Democratic Party,,John Pyne IV Vote %,35.83%,
State Representative - District 15,Republican Party,EL PASO,Dave Williams,"28,944",
State Representative - District 15,Republican Party,,Dave Williams Total Votes,"28,944",
State Representative - District 15,Republican Party,,Dave Williams Vote % (WINNER),59.14%,
State Representative - District 15,Libertarian Party,EL PASO,Mike McRedmond,"2,459",
State Representative - District 15,Libertarian Party,,Mike McRedmond Total Votes,"2,459",
State Representative - District 15,Libertarian Party,,Mike McRedmond Vote %,5.02%,
State Representative - District 16,Republican Party,EL PASO,Andres G. Pico,"23,842",
State Representative - District 16,Republican Party,,Andres G. Pico Total Votes,"23,842",
State Representative - District 16,Republican Party,,Andres G. Pico Vote % (WINNER),54.53%,
State Representative - District 16,Democratic Party,EL PASO,Stephanie Vigil,"18,070",
State Representative - District 16,Democratic Party,,Stephanie Vigil Total Votes,"18,070",
State Representative - District 16,Democratic Party,,Stephanie Vigil Vote %,41.33%,
State Representative - District 16,Libertarian Party,EL PASO,John Carl Hjersman,"1,813",
State Representative - District 16,Libertarian Party,,John Carl Hjersman Total Votes,"1,813",
State Representative - District 16,Libertarian Party,,John Carl Hjersman Vote %,4.15%,
State Representative - District 17,Democratic Party,EL PASO,"Thomas ""Tony"" Exum Sr.","15,780",
State Representative - District 17,Democratic Party,,"Thomas ""Tony"" Exum Sr. Total Votes","15,780",
State Representative - District 17,Democratic Party,,"Thomas ""Tony"" Exum Sr. Vote % (WINNER)",56.76%,
State Representative - District 17,Republican Party,EL PASO,Rob Blancken,"10,398",
State Representative - District 17,Republican Party,,Rob Blancken Total Votes,"10,398",
State Representative - District 17,Republican Party,,Rob Blancken Vote %,37.40%,
State Representative - District 17,Libertarian Party,EL PASO,Susan Quilleash,"1,621",
State Representative - District 17,Libertarian Party,,Susan Quilleash Total Votes,"1,621",
State Representative - District 17,Libertarian Party,,Susan Quilleash Vote %,5.83%,
State Representative - District 18,Democratic Party,EL PASO,Marc Snyder,"26,325",
State Representative - District 18,Democratic Party,,Marc Snyder Total Votes,"26,325",
State Representative - District 18,Democratic Party,,Marc Snyder Vote % (WINNER),59.07%,
State Representative - District 18,Republican Party,EL PASO,George M. Rapko,"16,331",
State Representative - District 18,Republican Party,,George M. Rapko Total Votes,"16,331",
State Representative - District 18,Republican Party,,George M. Rapko Vote %,36.65%,
State Representative - District 18,Libertarian Party,EL PASO,Nathan Foutch,"1,907",
State Representative - District 18,Libertarian Party,,Nathan Foutch Total Votes,"1,907",
State Representative - District 18,Libertarian Party,,Nathan Foutch Vote %,4.28%,
State Representative - District 19,Republican Party,EL PASO,Tim Geitner,"48,521",
State Representative - District 19,Republican Party,,Tim Geitner Total Votes,"48,521",
State Representative - District 19,Republican Party,,Tim Geitner Vote % (WINNER),74.97%,
State Representative - District 19,Democratic Party,EL PASO,Joe Thompson,"16,198",
State Representative - District 19,Democratic Party,,Joe Thompson Total Votes,"16,198",
State Representative - District 19,Democratic Party,,Joe Thompson Vote %,25.03%,
State Representative - District 20,Republican Party,EL PASO,Terri Carver,"27,376",
State Representative - District 20,Republican Party,,Terri Carver Total Votes,"27,376",
State Representative - District 20,Republican Party,,Terri Carver Vote % (WINNER),58.72%,
State Representative - District 20,Democratic Party,EL PASO,Meg Fossinger,"17,799",
State Representative - District 20,Democratic Party,,Meg Fossinger Total Votes,"17,799",
State Representative - District 20,Democratic Party,,Meg Fossinger Vote %,38.18%,
State Representative - District 20,Libertarian Party,EL PASO,Judy Darcy,"1,446",
State Representative - District 20,Libertarian Party,,Judy Darcy Total Votes,"1,446",
State Representative - District 20,Libertarian Party,,Judy Darcy Vote %,3.10%,
State Representative - District 21,Republican Party,EL PASO,Mary Bradfield,"17,448",
State Representative - District 21,Republican Party,,Mary Bradfield Total Votes,"17,448",
State Representative - District 21,Republican Party,,Mary Bradfield Vote % (WINNER),54.20%,
State Representative - District 21,Democratic Party,EL PASO,Liz Rosenbaum,"12,999",
State Representative - District 21,Democratic Party,,Liz Rosenbaum Total Votes,"12,999",
State Representative - District 21,Democratic Party,,Liz Rosenbaum Vote %,40.38%,
State Representative - District 21,Libertarian Party,EL PASO,Michael Seebeck,"1,743",
State Representative - District 21,Libertarian Party,,Michael Seebeck Total Votes,"1,743",
State Representative - District 21,Libertarian Party,,Michael Seebeck Vote %,5.41%,
State Representative - District 22,Democratic Party,JEFFERSON,Mary Parker,"23,467",
State Representative - District 22,Democratic Party,,Mary Parker Total Votes,"23,467",
State Representative - District 22,Democratic Party,,Mary Parker Vote %,45.54%,
State Representative - District 22,Republican Party,JEFFERSON,Colin Larson,"26,421",
State Representative - District 22,Republican Party,,Colin Larson Total Votes,"26,421",
State Representative - District 22,Republican Party,,Colin Larson Vote % (WINNER),51.27%,
State Representative - District 22,Libertarian Party,JEFFERSON,Margot Herzl,"1,641",
State Representative - District 22,Libertarian Party,,Margot Herzl Total Votes,"1,641",
State Representative - District 22,Libertarian Party,,Margot Herzl Vote %,3.18%,
State Representative - District 23,Democratic Party,JEFFERSON,Chris Kennedy,"29,615",
State Representative - District 23,Democratic Party,,Chris Kennedy Total Votes,"29,615",
State Representative - District 23,Democratic Party,,Chris Kennedy Vote % (WINNER),60.22%,
State Representative - District 23,Republican Party,JEFFERSON,Fred Clifford,"17,126",
State Representative - District 23,Republican Party,,Fred Clifford Total Votes,"17,126",
State Representative - District 23,Republican Party,,Fred Clifford Vote %,34.82%,
State Representative - District 23,Libertarian Party,JEFFERSON,Doug Anderson,"2,437",
State Representative - District 23,Libertarian Party,,Doug Anderson Total Votes,"2,437",
State Representative - District 23,Libertarian Party,,Doug Anderson Vote %,4.96%,
State Representative - District 24,Democratic Party,JEFFERSON,Monica Duran,"30,671",
State Representative - District 24,Democratic Party,,Monica Duran Total Votes,"30,671",
State Representative - District 24,Democratic Party,,Monica Duran Vote % (WINNER),64.03%,
State Representative - District 24,Republican Party,JEFFERSON,Laurel Imer,"17,228",
State Representative - District 24,Republican Party,,Laurel Imer Total Votes,"17,228",
State Representative - District 24,Republican Party,,Laurel Imer Vote %,35.97%,
State Representative - District 25,Democratic Party,JEFFERSON,Lisa A. Cutter,"30,249",
State Representative - District 25,Democratic Party,,Lisa A. Cutter Total Votes,"30,249",
State Representative - District 25,Democratic Party,,Lisa A. Cutter Vote % (WINNER),52.82%,
State Representative - District 25,Republican Party,JEFFERSON,Donald Rosier,"27,023",
State Representative - District 25,Republican Party,,Donald Rosier Total Votes,"27,023",
